,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1,1630200,2021-22,00,1610612759,SAS,22.0,69,11,16.6,2.4,4.9,0.49,0.1,0.7,0.196,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0
2,1630200,2022-23,00,1610612759,SAS,23.0,68,65,29.2,5.0,10.9,0.459,0.7,2.3,0.285,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9
3,1630200,2023-24,00,1610612759,SAS,24.0,77,48,27.8,3.9,7.8,0.505,0.8,2.5,0.335,1.3,1.5,0.856,0.8,3.0,3.8,6.2,1.0,0.1,1.5,1.2,10.0
4,1630200,2024-25,00,1610612759,SAS,25.0,28,0,16.1,1.6,3.3,0.484,0.3,0.9,0.308,0.9,1.2,0.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4
5,1630200,2024-25,00,1610612741,CHI,25.0,18,9,25.3,4.6,8.1,0.572,0.6,1.2,0.5,1.7,1.9,0.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5
6,1630200,2024-25,00,0,TOT,25.0,46,9,19.7,2.8,5.2,0.538,0.4,1.0,0.396,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2
7,1630200,2025-26,00,1610612741,CHI,25.0,5,5,29.0,3.6,7.0,0.514,1.0,1.6,0.625,3.4,4.0,0.85,0.8,2.8,3.6,6.6,2.4,0.4,2.0,2.2,11.6
0,1626145,2015-16,00,1610612750,MIN,20.0,37,0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2
1,1626145,2016-17,00,1610612750,MIN,21.0,60,0,12.9,1.3,3.0,0.414,0.4,1.2,0.356,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5
2,1626145,2017-18,00,1610612750,MIN,22.0,82,11,17.9,1.8,4.0,0.457,0.5,1.6,0.349,0.9,1.0,0.877,0.2,1.4,1.6,2.8,1.2,0.1,0.7,1.3,5.1
3,1626145,2018-19,00,1610612750,MIN,23.0,68,23,22.9,2.7,6.6,0.415,0.6,1.9,0.317,0.9,1.0,0.841,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9
4,1626145,2019-20,00,1610612763,MEM,24.0,65,6,19.0,3.0,6.6,0.459,0.7,1.9,0.379,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4
5,1626145,2020-21,00,1610612763,MEM,25.0,70,9,17.5,2.5,5.9,0.431,0.6,2.0,0.321,0.6,0.6,0.911,0.3,1.7,2.0,3.7,0.9,0.1,0.7,0.4,6.3
6,1626145,2021-22,00,1610612763,MEM,26.0,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7
7,1626145,2022-23,00,1610612763,MEM,27.0,80,22,24.2,3.9,8.9,0.438,1.5,4.1,0.371,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3
8,1626145,2023-24,00,1610612764,WAS,28.0,66,66,29.3,4.9,10.1,0.489,1.6,3.9,0.414,0.5,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0
9,1626145,2024-25,00,1610612756,PHX,29.0,81,58,26.8,3.8,8.4,0.448,2.0,5.0,0.414,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2
10,1626145,2025-26,00,1610612753,ORL,29.0,6,1,15.2,1.0,3.3,0.3,0.3,2.0,0.167,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.5,0.3,0.7,0.8,2.3
0,1627884,2016-17,00,1610612756,PHX,20.0,32,8,17.0,2.1,3.8,0.562,0.1,0.3,0.273,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3
1,1627884,2017-18,00,1610612756,PHX,21.0,6,0,5.5,0.3,0.7,0.5,0.0,0.3,0.0,0.8,1.0,0.833,0.3,0.3,0.7,0.5,0.2,0.7,0.2,0.3,1.5
2,1627884,2017-18,00,1610612748,MIA,21.0,14,8,15.1,1.4,3.5,0.388,0.2,1.1,0.188,0.8,1.3,0.611,1.4,1.1,2.4,0.4,0.2,0.6,0.4,1.6,3.7
3,1627884,2017-18,00,0,TOT,21.0,20,8,12.3,1.1,2.7,0.396,0.2,0.9,0.167,0.8,1.2,0.667,1.1,0.9,1.9,0.5,0.2,0.7,0.4,1.2,3.1
4,1627884,2018-19,00,1610612748,MIA,22.0,60,14,19.2,2.7,5.4,0.494,0.5,1.5,0.308,1.2,2.0,0.607,1.6,2.4,4.0,0.6,0.8,0.7,0.7,2.1,7.0
5,1627884,2019-20,00,1610612748,MIA,23.0,59,16,23.3,3.1,5.9,0.527,0.6,2.2,0.28,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5
6,1627884,2020-21,00,1610612757,POR,24.0,58,43,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8
7,1627884,2021-22,00,1610612741,CHI,25.0,51,8,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6
8,1627884,2022-23,00,1610612741,CHI,26.0,64,0,14.0,1.8,3.6,0.5,0.4,1.3,0.338,1.0,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0
9,1627884,2023-24,00,1610612742,DAL,27.0,76,66,23.5,3.1,6.5,0.483,1.1,3.1,0.343,1.3,1.8,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,1.6,8.6
10,1627884,2024-25,00,1610612746,LAC,28.0,77,55,24.3,4.0,7.6,0.526,1.0,2.8,0.356,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1
11,1627884,2025-26,00,1610612746,LAC,28.0,5,5,23.0,4.2,6.4,0.656,1.8,4.0,0.45,0.2,0.4,0.5,1.0,1.4,2.4,1.0,0.4,1.0,0.6,2.4,10.4
0,201599,2008-09,00,1610612746,LAC,20.0,53,13,14.5,1.8,2.8,0.633,0.0,0.0,0.0,0.8,2.1,0.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3
1,201599,2009-10,00,1610612746,LAC,21.0,70,12,16.2,2.1,3.4,0.605,0.0,0.0,0.0,0.7,1.8,0.375,1.7,3.3,5.0,0.3,0.2,0.9,1.1,2.2,4.8
2,201599,2010-11,00,1610612746,LAC,22.0,80,66,25.6,2.9,4.3,0.686,0.0,0.0,0.0,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1
3,201599,2011-12,00,1610612746,LAC,23.0,66,66,27.2,3.1,4.9,0.632,0.0,0.0,0.0,1.1,2.1,0.525,3.1,5.2,8.3,0.3,0.5,2.0,1.1,2.9,7.4
4,201599,2012-13,00,1610612746,LAC,24.0,82,82,24.5,3.8,6.0,0.643,0.0,0.0,0.0,1.2,3.0,0.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,2.3,8.8
5,201599,2013-14,00,1610612746,LAC,25.0,82,82,35.0,4.2,6.3,0.676,0.0,0.0,0.0,2.0,4.6,0.428,4.0,9.5,13.6,0.9,1.0,2.5,1.5,3.2,10.4
6,201599,2014-15,00,1610612746,LAC,26.0,82,82,34.4,4.6,6.5,0.71,0.0,0.0,0.25,2.3,5.7,0.397,4.8,10.1,15.0,0.7,1.0,2.2,1.3,3.0,11.5
7,201599,2015-16,00,1610612746,LAC,27.0,77,77,33.7,4.6,6.6,0.703,0.0,0.0,0.0,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7
8,201599,2016-17,00,1610612746,LAC,28.0,81,81,31.7,5.1,7.1,0.714,0.0,0.0,0.0,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7
9,201599,2017-18,00,1610612746,LAC,29.0,77,77,31.5,4.8,7.5,0.645,0.0,0.0,0.0,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12.0
10,201599,2018-19,00,1610612742,DAL,30.0,50,50,31.1,4.2,6.5,0.644,0.0,0.0,0.0,2.7,4.0,0.682,3.2,10.5,13.7,2.0,0.7,1.1,2.2,2.5,11.0
11,201599,2018-19,00,1610612752,NYK,30.0,19,19,25.9,4.1,6.5,0.634,0.0,0.0,0.0,2.7,3.5,0.773,3.4,8.0,11.4,3.0,0.5,1.1,2.2,2.2,10.9
12,201599,2018-19,00,0,TOT,30.0,69,69,29.7,4.1,6.5,0.641,0.0,0.0,0.0,2.7,3.8,0.705,3.3,9.8,13.1,2.3,0.6,1.1,2.2,2.4,11.0
13,201599,2019-20,00,1610612751,BKN,31.0,56,6,22.0,3.4,5.1,0.666,0.0,0.0,0.0,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3
14,201599,2020-21,00,1610612751,BKN,32.0,57,43,21.9,3.3,4.4,0.763,0.0,0.0,0.0,0.8,1.6,0.5,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2.0,7.5
15,201599,2021-22,00,1610612747,LAL,33.0,32,19,12.8,1.9,2.8,0.674,0.0,0.0,0.0,0.4,0.8,0.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1
16,201599,2021-22,00,1610612755,PHI,33.0,16,1,13.4,2.0,3.4,0.593,0.0,0.0,0.0,0.6,0.9,0.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6
17,201599,2021-22,00,0,TOT,33.0,48,20,13.0,1.9,3.0,0.643,0.0,0.0,0.0,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3
18,201599,2022-23,00,1610612743,DEN,34.0,39,8,15.0,2.3,2.9,0.765,0.0,0.0,1.0,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1
19,201599,2023-24,00,1610612743,DEN,35.0,36,2,11.0,1.6,2.6,0.624,0.0,0.0,0.0,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9
20,201599,2024-25,00,1610612743,DEN,36.0,56,5,12.3,1.6,2.5,0.65,0.0,0.0,0.0,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7
21,201599,2025-26,00,1610612740,NOP,37.0,2,1,11.5,2.0,2.5,0.8,0.0,0.0,0.0,0.5,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5
0,202709,2011-12,00,1610612759,SAS,20.0,29,1,9.2,0.8,2.4,0.314,0.1,0.5,0.2,0.4,0.6,0.647,0.2,0.7,0.9,1.2,0.2,0.1,0.4,0.6,2.0
1,202709,2012-13,00,1610612759,SAS,21.0,28,9,13.9,1.8,3.9,0.464,0.2,0.8,0.286,0.6,0.8,0.857,0.4,1.4,1.9,1.9,0.5,0.1,0.8,0.9,4.5
2,202709,2013-14,00,1610612759,SAS,22.0,68,19,13.8,1.9,3.9,0.475,0.2,0.6,0.316,1.2,1.4,0.823,0.5,1.1,1.6,1.7,0.5,0.2,0.6,1.2,5.0
3,202709,2014-15,00,1610612759,SAS,23.0,79,14,18.3,2.6,5.2,0.504,0.2,0.6,0.364,1.3,1.8,0.734,0.6,1.9,2.4,2.4,0.6,0.2,0.8,1.3,6.8
4,202709,2015-16,00,1610612761,TOR,24.0,80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5
5,202709,2016-17,00,1610612761,TOR,25.0,80,22,25.0,3.7,8.3,0.452,0.6,1.7,0.356,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,1.8,9.3
6,202709,2017-18,00,1610612754,IND,26.0,82,17,27.0,3.1,7.4,0.424,0.8,2.3,0.353,0.9,1.1,0.745,0.5,2.7,3.2,3.2,1.0,0.2,1.1,1.7,7.9
7,202709,2018-19,00,1610612754,IND,27.0,82,9,25.2,2.8,6.7,0.412,0.7,2.1,0.322,0.4,0.5,0.698,0.5,2.9,3.4,3.9,1.1,0.3,1.0,1.6,6.5
8,202709,2019-20,00,1610612758,SAC,28.0,72,26,24.4,2.4,5.7,0.415,0.8,2.2,0.352,0.8,1.0,0.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4
9,202709,2020-21,00,1610612758,SAC,29.0,44,2,21.5,2.5,5.7,0.444,0.7,2.1,0.33,0.8,1.1,0.766,0.6,1.7,2.3,2.5,0.9,0.2,1.0,2.2,6.6
10,202709,2020-21,00,1610612765,DET,29.0,19,11,26.4,4.7,9.3,0.506,0.7,2.0,0.368,1.9,2.2,0.878,0.5,2.6,3.2,5.5,1.2,0.5,1.8,2.2,12.0
11,202709,2020-21,00,0,TOT,29.0,63,13,23.0,3.2,6.8,0.469,0.7,2.1,0.341,1.1,1.4,0.818,0.6,2.0,2.5,3.4,1.0,0.3,1.3,2.2,8.2
12,202709,2021-22,00,1610612765,DET,30.0,65,39,24.6,2.7,6.2,0.445,1.0,2.4,0.414,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0
13,202709,2022-23,00,1610612765,DET,31.0,62,2,19.8,2.4,5.7,0.427,1.1,2.9,0.389,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9
14,202709,2023-24,00,1610612744,GSW,32.0,26,0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4
15,202709,2024-25,00,1610612753,ORL,33.0,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5
0,1631107,2022-23,00,1610612748,MIA,20.0,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5
1,1631107,2023-24,00,1610612748,MIA,21.0,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7
2,1631107,2024-25,00,1610612748,MIA,22.0,46,10,25.1,3.7,8.2,0.456,1.7,4.6,0.371,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7
3,1631107,2025-26,00,1610612748,MIA,22.0,5,1,21.2,2.8,6.8,0.412,1.6,4.0,0.4,1.8,2.0,0.9,0.4,3.8,4.2,2.4,0.4,0.2,1.4,1.8,9.0
0,1630548,2022-23,00,1610612762,UTA,22.0,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8
1,1630548,2023-24,00,1610612762,UTA,23.0,20,5,18.6,2.6,5.5,0.464,1.6,3.9,0.416,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2
2,1630548,2024-25,00,1610612762,UTA,24.0,64,18,19.8,3.2,7.4,0.429,1.8,4.9,0.376,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9
3,1630548,2025-26,00,1610612750,MIN,24.0,2,0,3.0,0.0,1.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5
0,1642530,2024-25,00,1610612763,MEM,24.0,22,0,4.2,0.5,1.4,0.367,0.3,1.0,0.304,0.3,0.4,0.778,0.0,0.5,0.5,0.9,0.1,0.0,0.2,0.4,1.6
0,1630283,2024-25,00,1610612742,DAL,27.0,8,1,8.4,1.3,1.6,0.769,0.0,0.0,0.0,0.5,0.8,0.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0
1,1630283,2024-25,00,1610612740,NOP,27.0,3,1,19.7,1.3,3.0,0.444,0.0,0.0,0.0,0.7,1.3,0.5,1.3,4.7,6.0,1.0,0.3,0.3,1.0,2.3,3.3
2,1630283,2024-25,00,0,TOT,27.0,11,2,11.5,1.3,2.0,0.636,0.0,0.0,0.0,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1
0,1628379,2017-18,00,1610612765,DET,22.0,73,9,20.0,2.8,6.4,0.443,1.1,2.7,0.415,0.9,1.0,0.855,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,7.6
1,1628379,2018-19,00,1610612765,DET,23.0,63,10,22.8,3.6,8.3,0.438,1.7,4.3,0.394,0.8,1.0,0.836,0.2,2.7,2.9,1.8,0.4,0.2,0.9,1.5,9.7
2,1628379,2019-20,00,1610612765,DET,24.0,28,25,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
3,1628379,2020-21,00,1610612746,LAC,25.0,63,17,19.6,3.1,6.6,0.476,1.6,3.6,0.446,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,1.4,8.3
4,1628379,2021-22,00,1610612746,LAC,26.0,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9
5,1628379,2022-23,00,1610612746,LAC,27.0,35,11,20.7,2.8,6.0,0.464,1.7,3.8,0.447,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
6,1628379,2022-23,00,1610612763,MEM,27.0,24,3,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3
7,1628379,2022-23,00,0,TOT,27.0,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3
8,1628379,2023-24,00,1610612763,MEM,28.0,39,22,25.6,3.6,8.1,0.448,2.7,6.1,0.45,1.0,1.2,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1.0,11.0
9,1628379,2024-25,00,1610612763,MEM,29.0,65,11,22.6,3.2,6.6,0.478,1.7,4.0,0.433,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9
10,1628379,2025-26,00,1610612737,ATL,29.0,6,0,25.0,2.7,5.7,0.471,1.2,2.8,0.412,1.3,1.5,0.889,0.7,1.7,2.3,2.3,0.5,0.2,1.2,1.7,7.8
0,1631117,2022-23,00,1610612762,UTA,21.0,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2
1,1631117,2023-24,00,1610612762,UTA,22.0,64,22,23.3,3.6,5.5,0.654,0.1,0.3,0.211,0.9,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1.0,2.1,8.1
2,1631117,2024-25,00,1610612762,UTA,23.0,58,58,30.0,4.8,7.2,0.663,0.1,0.6,0.176,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1
3,1631117,2025-26,00,1610612762,UTA,24.0,5,5,30.8,5.2,7.4,0.703,1.2,1.6,0.75,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4
0,1630296,2021-22,00,1610612755,PHI,25.0,2,0,3.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0
1,1630296,2021-22,00,1610612765,DET,25.0,9,0,21.2,3.6,7.8,0.457,0.7,2.2,0.3,0.8,1.4,0.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6
2,1630296,2021-22,00,0,TOT,25.0,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2
3,1630296,2022-23,00,1610612765,DET,26.0,3,0,3.0,0.3,0.3,1.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3
4,1630296,2023-24,00,1610612743,DEN,27.0,20,0,3.0,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1
5,1630296,2024-25,00,1610612744,GSW,28.0,3,0,3.7,0.0,1.3,0.0,0.0,0.3,0.0,1.0,2.0,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.0
0,1630557,2021-22,00,1610612764,WAS,23.0,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2
1,1630557,2022-23,00,1610612764,WAS,24.0,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1
2,1630557,2023-24,00,1610612764,WAS,25.0,80,22,25.8,4.8,9.9,0.486,2.3,6.0,0.383,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4
3,1630557,2024-25,00,1610612764,WAS,26.0,61,0,26.3,4.2,9.3,0.451,2.0,5.4,0.364,1.2,1.4,0.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6
4,1630557,2025-26,00,1610612764,WAS,26.0,5,0,20.8,2.8,6.2,0.452,1.4,4.4,0.318,0.8,1.4,0.571,0.2,3.2,3.4,1.6,0.2,0.2,0.8,1.2,7.8
0,1628467,2017-18,00,1610612742,DAL,26.0,72,35,16.8,2.1,4.3,0.489,0.6,1.8,0.313,0.6,0.8,0.746,1.0,2.3,3.3,0.7,0.4,0.7,0.4,1.6,5.4
1,1628467,2018-19,00,1610612742,DAL,27.0,71,18,21.2,2.5,5.4,0.453,1.1,3.1,0.353,0.8,1.0,0.784,1.3,3.4,4.6,1.0,0.5,1.1,0.8,2.0,6.8
2,1628467,2019-20,00,1610612742,DAL,28.0,74,21,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1
3,1628467,2020-21,00,1610612742,DAL,29.0,50,40,26.8,2.3,5.5,0.422,1.7,4.2,0.41,0.7,0.7,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,2.1,7.1
4,1628467,2021-22,00,1610612742,DAL,30.0,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0
5,1628467,2022-23,00,1610612742,DAL,31.0,37,5,25.1,2.1,4.6,0.456,1.1,3.0,0.348,0.7,1.0,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9
6,1628467,2023-24,00,1610612742,DAL,32.0,43,7,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4
7,1628467,2024-25,00,1610612742,DAL,33.0,34,4,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0
0,1630249,2021-22,00,1610612760,OKC,22.0,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2
1,1630249,2022-23,00,1610612737,ATL,23.0,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2
2,1630249,2023-24,00,1610612737,ATL,24.0,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1
3,1630249,2024-25,00,1610612737,ATL,25.0,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2
4,1630249,2025-26,00,1610612737,ATL,25.0,2,0,18.0,3.0,6.5,0.462,2.0,4.5,0.444,1.0,1.5,0.667,0.5,1.5,2.0,1.0,1.0,0.0,1.0,2.0,9.0
0,1630228,2021-22,00,1610612744,GSW,19.0,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3
1,1630228,2022-23,00,1610612744,GSW,20.0,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9
2,1630228,2023-24,00,1610612744,GSW,21.0,74,46,26.3,6.2,11.6,0.529,0.7,2.2,0.321,3.0,4.0,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1
3,1630228,2024-25,00,1610612744,GSW,22.0,47,10,24.3,5.5,12.1,0.454,1.0,3.2,0.305,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3
4,1630228,2025-26,00,1610612744,GSW,23.0,6,6,30.8,6.0,10.8,0.554,1.5,3.3,0.45,4.0,4.8,0.828,2.0,5.5,7.5,3.5,0.7,0.3,2.8,2.7,17.5
0,203897,2014-15,00,1610612750,MIN,20.0,77,40,24.7,3.7,8.8,0.422,0.7,2.2,0.341,1.9,2.3,0.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1
1,203897,2015-16,00,1610612750,MIN,21.0,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0
2,203897,2016-17,00,1610612750,MIN,22.0,47,47,37.2,6.9,15.1,0.459,2.6,6.6,0.387,2.5,3.0,0.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9
3,203897,2017-18,00,1610612741,CHI,23.0,24,24,27.3,5.7,14.8,0.383,1.8,5.1,0.341,3.6,4.5,0.813,0.4,3.5,3.9,3.0,1.0,0.2,1.8,2.3,16.7
4,203897,2018-19,00,1610612741,CHI,24.0,63,62,34.5,8.4,18.0,0.467,1.9,5.1,0.374,5.0,6.0,0.832,0.6,4.0,4.7,4.5,1.0,0.4,3.4,2.2,23.7
5,203897,2019-20,00,1610612741,CHI,25.0,60,60,34.8,9.0,20.0,0.45,3.1,8.1,0.38,4.5,5.6,0.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5
6,203897,2020-21,00,1610612741,CHI,26.0,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,4.4,5.1,0.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4
