,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630173,2020-21,00,1610612748,MIA,21.0,61,4,12.1,2.0,3.7,0.544,0.0,0.0,0.0,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0
1,1630173,2021-22,00,1610612761,TOR,22.0,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1
2,1630173,2022-23,00,1610612761,TOR,23.0,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2
3,1630173,2023-24,00,1610612761,TOR,24.0,25,0,17.5,3.1,6.8,0.459,0.5,1.9,0.277,1.0,1.7,0.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7
4,1630173,2023-24,00,1610612752,NYK,24.0,49,18,24.2,3.2,6.1,0.525,0.3,1.0,0.26,0.9,1.4,0.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,2.1,7.6
5,1630173,2023-24,00,0,TOT,24.0,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6
6,1630173,2024-25,00,1610612752,NYK,25.0,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,0.7,1.2,0.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6
0,203500,2013-14,00,1610612760,OKC,20.0,81,20,14.8,1.1,2.3,0.503,0.0,0.0,0.0,1.0,1.7,0.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3
1,203500,2014-15,00,1610612760,OKC,21.0,70,67,25.3,3.1,5.7,0.544,0.0,0.0,0.0,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7
2,203500,2015-16,00,1610612760,OKC,22.0,80,80,25.2,3.3,5.3,0.613,0.0,0.0,0.0,1.4,2.5,0.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0
3,203500,2016-17,00,1610612760,OKC,23.0,80,80,29.9,4.7,8.2,0.571,0.0,0.0,0.0,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3
4,203500,2017-18,00,1610612760,OKC,24.0,76,76,32.7,5.9,9.4,0.629,0.0,0.0,0.0,2.1,3.8,0.559,5.1,4.0,9.0,1.2,1.2,1.0,1.7,2.8,13.9
5,203500,2018-19,00,1610612760,OKC,25.0,80,80,33.4,6.0,10.1,0.595,0.0,0.0,0.0,1.8,3.7,0.5,4.9,4.6,9.5,1.6,1.5,1.0,1.7,2.6,13.9
6,203500,2019-20,00,1610612760,OKC,26.0,63,63,26.7,4.5,7.6,0.592,0.0,0.0,0.333,1.9,3.2,0.582,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,10.9
7,203500,2020-21,00,1610612740,NOP,27.0,58,58,27.7,3.3,5.3,0.614,0.0,0.1,0.0,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6
8,203500,2021-22,00,1610612763,MEM,28.0,76,75,26.3,2.8,5.1,0.547,0.0,0.0,0.0,1.4,2.6,0.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9
9,203500,2022-23,00,1610612763,MEM,29.0,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
10,203500,2024-25,00,1610612745,HOU,31.0,58,3,13.7,1.6,2.9,0.545,0.0,0.0,0.0,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9
11,203500,2025-26,00,1610612745,HOU,32.0,4,2,24.5,2.5,3.8,0.667,0.0,0.0,0.0,2.8,3.0,0.917,6.0,4.8,10.8,1.5,1.0,0.5,1.5,2.5,7.8
0,1628389,2017-18,00,1610612748,MIA,20.0,69,19,19.8,2.5,4.9,0.512,0.0,0.1,0.0,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9
1,1628389,2018-19,00,1610612748,MIA,21.0,82,28,23.3,3.4,5.9,0.576,0.0,0.2,0.2,2.0,2.8,0.735,2.0,5.3,7.3,2.2,0.9,0.8,1.5,2.5,8.9
2,1628389,2019-20,00,1610612748,MIA,22.0,72,72,33.6,6.1,11.0,0.557,0.0,0.2,0.143,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9
3,1628389,2020-21,00,1610612748,MIA,23.0,64,64,33.5,7.1,12.5,0.57,0.0,0.1,0.25,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7
4,1628389,2021-22,00,1610612748,MIA,24.0,56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1
5,1628389,2022-23,00,1610612748,MIA,25.0,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4
6,1628389,2023-24,00,1610612748,MIA,26.0,71,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3
7,1628389,2024-25,00,1610612748,MIA,27.0,78,78,34.3,6.9,14.3,0.485,1.0,2.8,0.357,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1
8,1628389,2025-26,00,1610612748,MIA,28.0,5,5,33.6,7.8,18.0,0.433,2.6,7.2,0.361,4.8,5.4,0.889,1.4,7.8,9.2,2.8,0.6,0.2,2.8,2.0,23.0
0,1630534,2022-23,00,1610612762,UTA,23.0,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9
1,1630534,2023-24,00,1610612762,UTA,24.0,51,10,19.7,2.1,4.9,0.426,0.9,2.8,0.331,0.3,0.4,0.75,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4
2,1630534,2023-24,00,1610612761,TOR,24.0,27,18,23.6,2.7,6.8,0.391,0.6,2.6,0.217,0.8,1.3,0.611,1.4,1.9,3.3,1.3,0.7,0.6,1.1,1.9,6.7
3,1630534,2023-24,00,0,TOT,24.0,78,28,21.1,2.3,5.6,0.411,0.8,2.7,0.294,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8
4,1630534,2024-25,00,1610612761,TOR,25.0,64,45,27.2,4.2,8.3,0.498,1.6,4.0,0.399,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4
5,1630534,2025-26,00,1610612761,TOR,25.0,6,0,15.0,1.2,3.2,0.368,0.2,1.5,0.111,0.8,1.3,0.625,0.3,2.2,2.5,1.0,0.8,0.2,0.3,2.0,3.3
0,1630583,2021-22,00,1610612763,MEM,21.0,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1
1,1630583,2022-23,00,1610612763,MEM,22.0,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0
2,1630583,2023-24,00,1610612763,MEM,23.0,61,35,26.5,4.0,9.3,0.435,1.7,5.0,0.349,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7
3,1630583,2024-25,00,1610612763,MEM,24.0,65,16,25.5,4.8,10.0,0.483,1.8,5.0,0.368,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5
4,1630583,2025-26,00,1610612763,MEM,24.0,6,0,24.0,4.5,10.3,0.435,1.2,4.0,0.292,0.2,1.0,0.167,2.3,5.7,8.0,2.5,1.5,0.7,1.3,1.7,10.3
0,1641725,2024-25,00,1610612743,DEN,22.0,24,0,4.9,0.5,1.7,0.317,0.1,0.7,0.176,0.1,0.2,0.75,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.4,1.3
0,1629638,2019-20,00,1610612740,NOP,21.0,47,1,12.6,2.1,5.7,0.368,1.0,2.8,0.346,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7
1,1629638,2020-21,00,1610612740,NOP,22.0,46,13,21.9,4.2,10.0,0.419,1.7,4.8,0.347,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0
2,1629638,2021-22,00,1610612740,NOP,23.0,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
3,1629638,2021-22,00,1610612762,UTA,23.0,15,2,9.9,1.1,3.2,0.333,0.7,2.2,0.303,0.7,0.8,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0,3.5
4,1629638,2021-22,00,0,TOT,23.0,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6
5,1629638,2022-23,00,1610612762,UTA,24.0,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
6,1629638,2022-23,00,1610612750,MIN,24.0,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,1.3,5.9
7,1629638,2022-23,00,0,TOT,24.0,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2
8,1629638,2023-24,00,1610612750,MIN,25.0,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0
9,1629638,2024-25,00,1610612750,MIN,26.0,82,10,25.3,3.3,7.5,0.438,1.7,4.5,0.381,1.1,1.4,0.78,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,9.4
10,1629638,2025-26,00,1610612737,ATL,27.0,6,3,30.3,6.2,14.2,0.435,2.0,6.7,0.3,2.7,3.2,0.842,0.8,2.0,2.8,3.2,1.5,0.8,1.3,1.2,17.0
0,1628960,2018-19,00,1610612762,UTA,23.0,38,2,10.9,1.8,4.7,0.376,0.8,2.6,0.323,1.2,1.6,0.75,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6
1,1628960,2019-20,00,1610612763,MEM,24.0,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7
2,1628960,2020-21,00,1610612763,MEM,25.0,50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6
3,1628960,2021-22,00,1610612749,MIL,26.0,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.0,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1
4,1628960,2022-23,00,1610612749,MIL,27.0,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4
5,1628960,2023-24,00,1610612756,PHX,28.0,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5
6,1628960,2024-25,00,1610612756,PHX,29.0,64,7,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6
7,1628960,2025-26,00,1610612756,PHX,30.0,6,6,34.7,5.3,13.3,0.4,3.2,9.0,0.352,2.5,3.0,0.833,0.7,3.0,3.7,5.3,1.2,0.3,2.2,3.0,16.3
0,1628386,2017-18,00,1610612751,BKN,20.0,72,31,20.0,3.3,5.5,0.589,0.1,0.2,0.333,1.6,2.0,0.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2
1,1628386,2018-19,00,1610612751,BKN,21.0,80,80,26.2,4.2,7.1,0.59,0.1,0.6,0.133,2.5,3.5,0.709,2.4,6.0,8.4,1.4,0.5,1.5,1.3,2.3,10.9
2,1628386,2019-20,00,1610612751,BKN,22.0,70,64,26.5,4.3,6.6,0.649,0.0,0.1,0.0,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1
3,1628386,2020-21,00,1610612751,BKN,23.0,12,5,26.7,3.7,5.4,0.677,0.0,0.0,0.0,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
4,1628386,2020-21,00,1610612739,CLE,23.0,51,40,30.3,5.0,8.2,0.609,0.1,0.4,0.316,3.1,4.5,0.69,3.1,6.8,9.9,1.7,0.5,1.4,1.5,1.5,13.2
5,1628386,2020-21,00,0,TOT,23.0,63,45,29.6,4.7,7.7,0.618,0.1,0.3,0.316,3.2,4.6,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5,12.8
6,1628386,2021-22,00,1610612739,CLE,24.0,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1
7,1628386,2022-23,00,1610612739,CLE,25.0,68,68,32.6,5.9,9.2,0.644,0.0,0.1,0.1,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3
8,1628386,2023-24,00,1610612739,CLE,26.0,77,77,31.7,6.7,10.6,0.634,0.0,0.1,0.0,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5
9,1628386,2024-25,00,1610612739,CLE,27.0,82,82,28.0,5.5,7.8,0.706,0.0,0.1,0.0,2.4,3.4,0.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,13.5
10,1628386,2025-26,00,1610612739,CLE,27.0,5,5,27.0,4.6,8.0,0.575,0.0,0.2,0.0,4.8,6.0,0.8,1.6,5.4,7.0,1.8,1.4,0.4,1.6,1.6,14.0
0,1630631,2021-22,00,1610612740,NOP,24.0,54,1,15.4,2.4,5.4,0.446,0.6,2.0,0.291,0.7,1.0,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1
1,1630631,2022-23,00,1610612740,NOP,25.0,61,10,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0
2,1630631,2023-24,00,1610612740,NOP,26.0,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1
3,1630631,2024-25,00,1610612740,NOP,27.0,56,23,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3
4,1630631,2025-26,00,1610612740,NOP,27.0,4,0,13.8,1.0,3.5,0.286,0.8,2.8,0.273,0.3,0.5,0.5,0.3,1.5,1.8,1.0,1.0,0.0,0.5,0.8,3.0
0,203937,2014-15,00,1610612759,SAS,21.0,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2
1,203937,2015-16,00,1610612759,SAS,22.0,78,11,16.0,1.8,3.8,0.468,0.2,0.5,0.324,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
2,203937,2016-17,00,1610612759,SAS,23.0,72,14,14.2,1.3,2.9,0.445,0.2,0.6,0.375,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4
3,203937,2017-18,00,1610612759,SAS,24.0,74,67,26.7,3.1,5.9,0.527,0.3,0.8,0.333,1.4,2.0,0.712,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9
4,203937,2018-19,00,1610612763,MEM,25.0,43,40,29.8,3.5,6.4,0.543,0.2,0.8,0.265,0.9,1.5,0.578,1.1,4.7,5.8,3.0,1.3,0.9,1.3,2.6,8.0
5,203937,2019-20,00,1610612763,MEM,26.0,67,28,19.9,2.3,4.9,0.474,0.4,1.3,0.282,0.8,1.2,0.667,0.9,3.4,4.3,2.4,0.8,0.6,1.0,1.7,5.8
6,203937,2020-21,00,1610612763,MEM,27.0,69,69,27.3,4.5,9.5,0.468,1.4,3.8,0.36,2.1,2.7,0.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7,12.4
7,203937,2021-22,00,1610612763,MEM,28.0,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6
8,203937,2022-23,00,1610612750,MIN,29.0,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4
9,203937,2023-24,00,1610612750,MIN,30.0,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4
10,203937,2024-25,00,1610612744,GSW,31.0,36,3,15.0,2.1,4.7,0.45,0.5,1.4,0.365,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3
11,203937,2024-25,00,1610612748,MIA,31.0,25,1,18.4,2.6,5.4,0.493,0.2,0.7,0.333,1.2,1.5,0.789,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7
12,203937,2024-25,00,0,TOT,31.0,61,4,16.4,2.3,5.0,0.469,0.4,1.1,0.357,0.8,1.1,0.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9
13,203937,2025-26,00,1610612762,UTA,32.0,1,0,25.0,3.0,6.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,8.0
0,203507,2013-14,00,1610612749,MIL,19.0,77,23,24.6,2.2,5.4,0.414,0.5,1.5,0.347,1.8,2.6,0.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8
1,203507,2014-15,00,1610612749,MIL,20.0,81,71,31.4,4.7,9.6,0.491,0.1,0.5,0.159,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7
2,203507,2015-16,00,1610612749,MIL,21.0,80,79,35.3,6.4,12.7,0.506,0.4,1.4,0.257,3.7,5.1,0.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
3,203507,2016-17,00,1610612749,MIL,22.0,80,80,35.6,8.2,15.7,0.521,0.6,2.3,0.272,5.9,7.7,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9
4,203507,2017-18,00,1610612749,MIL,23.0,75,75,36.7,9.9,18.7,0.529,0.6,1.9,0.307,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9
5,203507,2018-19,00,1610612749,MIL,24.0,72,72,32.8,10.0,17.3,0.578,0.7,2.8,0.256,6.9,9.5,0.729,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7
6,203507,2019-20,00,1610612749,MIL,25.0,63,63,30.4,10.9,19.7,0.553,1.4,4.7,0.304,6.3,10.0,0.633,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,29.5
7,203507,2020-21,00,1610612749,MIL,26.0,61,61,33.0,10.3,18.0,0.569,1.1,3.6,0.303,6.5,9.5,0.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1
8,203507,2021-22,00,1610612749,MIL,27.0,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9
9,203507,2022-23,00,1610612749,MIL,28.0,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1
10,203507,2023-24,00,1610612749,MIL,29.0,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,7.0,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4
11,203507,2024-25,00,1610612749,MIL,30.0,67,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,30.4
12,203507,2025-26,00,1610612749,MIL,30.0,5,5,32.6,13.0,19.0,0.684,1.0,1.6,0.625,7.2,11.2,0.643,4.0,9.4,13.4,7.2,0.8,1.2,2.8,2.6,34.2
0,1630175,2020-21,00,1610612753,ORL,21.0,47,34,27.1,4.7,11.7,0.397,1.2,3.7,0.337,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1,12.9
1,1630175,2021-22,00,1610612753,ORL,22.0,65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3
2,1630175,2022-23,00,1610612753,ORL,23.0,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0
3,1630175,2023-24,00,1610612753,ORL,24.0,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6
4,1630175,2024-25,00,1610612753,ORL,25.0,67,22,18.4,3.4,8.1,0.424,1.1,3.3,0.353,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4
5,1630175,2025-26,00,1610612749,MIL,25.0,5,0,19.4,4.6,9.0,0.511,1.0,3.6,0.278,0.8,1.8,0.444,0.4,2.6,3.0,5.6,0.6,0.6,1.8,4.2,11.0
0,1628384,2017-18,00,1610612761,TOR,20.0,74,62,20.0,2.2,4.7,0.471,1.0,2.7,0.371,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9
1,1628384,2018-19,00,1610612761,TOR,21.0,67,6,20.2,2.7,6.0,0.453,1.0,3.0,0.332,0.5,0.9,0.581,0.9,2.1,2.9,0.7,0.7,0.3,0.8,2.1,7.0
2,1628384,2019-20,00,1610612761,TOR,22.0,69,68,29.9,4.1,8.2,0.505,1.3,3.3,0.39,1.0,1.5,0.706,1.2,4.1,5.3,1.6,1.4,0.7,1.1,2.4,10.6
3,1628384,2020-21,00,1610612761,TOR,23.0,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9
4,1628384,2021-22,00,1610612761,TOR,24.0,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1
5,1628384,2022-23,00,1610612761,TOR,25.0,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8
6,1628384,2023-24,00,1610612761,TOR,26.0,27,27,33.3,5.8,11.9,0.489,2.3,6.0,0.374,1.2,1.7,0.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1
7,1628384,2023-24,00,1610612752,NYK,26.0,23,23,34.9,5.4,11.1,0.488,1.8,4.5,0.394,1.5,1.9,0.791,1.0,3.4,4.4,1.5,1.7,1.0,1.7,2.5,14.1
8,1628384,2023-24,00,0,TOT,26.0,50,50,34.0,5.6,11.5,0.489,2.0,5.3,0.382,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7
9,1628384,2024-25,00,1610612752,NYK,27.0,74,74,36.6,6.6,13.9,0.476,2.3,6.2,0.372,2.5,3.1,0.81,1.3,3.5,4.8,2.2,1.5,0.9,1.4,2.3,18.0
10,1628384,2025-26,00,1610612752,NYK,28.0,5,5,34.6,5.8,12.8,0.453,3.2,8.2,0.39,1.8,2.6,0.692,1.4,5.0,6.4,2.4,2.0,0.8,2.0,3.0,16.6
0,1630166,2020-21,00,1610612764,WAS,20.0,54,32,23.3,2.4,5.8,0.417,1.0,3.1,0.315,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
1,1630166,2021-22,00,1610612764,WAS,21.0,82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4
2,1630166,2022-23,00,1610612764,WAS,22.0,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2
3,1630166,2023-24,00,1610612764,WAS,23.0,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7
4,1630166,2024-25,00,1610612757,POR,24.0,72,54,30.0,5.6,11.7,0.476,1.7,4.8,0.365,4.0,5.2,0.78,1.5,5.7,7.3,3.9,1.0,0.5,2.7,2.4,16.9
5,1630166,2025-26,00,1610612757,POR,24.0,6,6,32.3,7.5,15.3,0.489,2.3,6.0,0.389,5.3,6.7,0.8,1.2,4.8,6.0,4.2,0.5,0.8,3.8,3.0,22.7
0,1629028,2018-19,00,1610612756,PHX,20.0,71,70,30.7,7.2,12.3,0.585,0.0,0.1,0.0,2.0,2.7,0.746,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,16.3
1,1629028,2019-20,00,1610612756,PHX,21.0,38,32,32.5,8.2,14.9,0.546,0.1,0.3,0.231,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2
2,1629028,2020-21,00,1610612756,PHX,22.0,69,69,30.7,6.2,10.0,0.626,0.1,0.3,0.2,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4
3,1629028,2021-22,00,1610612756,PHX,23.0,58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2
4,1629028,2022-23,00,1610612756,PHX,24.0,67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0
5,1629028,2023-24,00,1610612757,POR,25.0,55,55,32.4,7.8,13.6,0.57,0.0,0.2,0.1,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7
