PLAYER_ID,GP,REB,AST,STL,BLK,TOV,PTS,FG_PCT,3_PCT,FT_PCT,PLAYER_NAME
1630231,412,3.6,1.1,0.4,0.4,0.7,7.6,0.545,0.321,0.673,KJ Martin
1631213,82,3.0,1.7,0.5,0.1,1.0,7.1,0.4,0.342,0.81,Tyrese Martin
1629726,368,1.7,0.7,0.5,0.2,0.4,6.2,0.4,0.378,0.845,Garrison Mathews
1631097,211,4.5,1.8,0.6,0.2,1.8,16.0,0.447,0.344,0.829,Bennedict Mathurin
1631255,46,4.6,1.0,0.5,0.9,0.9,7.2,0.573,0.313,0.739,Karlo Matković
1630178,324,3.0,4.5,0.9,0.3,1.4,19.8,0.461,0.383,0.867,Tyrese Maxey
1630540,240,1.5,1.8,0.7,0.1,0.4,6.4,0.404,0.362,0.782,Miles McBride
1642272,23,2.4,2.6,0.7,0.0,1.6,15.3,0.46,0.383,0.875,Jared McCain
1630644,10,2.1,1.5,0.7,0.3,1.1,6.0,0.431,0.296,0.727,Mac McClung
203468,855,3.7,3.9,0.9,0.4,1.8,19.7,0.453,0.396,0.79,CJ McCollum
204456,706,2.9,5.0,1.2,0.2,1.6,7.6,0.516,0.345,0.778,T.J. McConnell
1641755,4,2.0,0.5,0.2,0.2,0.0,1.5,0.286,0.0,1.0,Kevin McCullar Jr.
1630183,372,4.2,1.5,0.9,0.8,1.1,10.5,0.483,0.35,0.755,Jaden McDaniels
1629667,332,3.5,1.3,0.7,0.4,0.9,7.4,0.451,0.325,0.796,Jalen McDaniels
203926,908,2.1,1.0,0.2,0.1,0.6,8.3,0.466,0.409,0.802,Doug McDermott
1631121,121,1.6,0.9,0.3,0.1,0.6,4.7,0.413,0.321,0.771,Bryce McGowens
1629162,340,1.3,2.6,0.7,0.1,0.6,3.8,0.442,0.375,0.75,Jordan McLaughlin
1629098,9,0.6,0.1,0.0,0.2,0.2,1.6,0.294,0.308,,Jack McVeigh
1629001,356,3.7,2.8,1.4,0.5,1.4,9.1,0.41,0.369,0.779,De'Anthony Melton
1630241,177,1.9,1.4,0.5,0.1,0.4,6.8,0.41,0.392,0.934,Sam Merrill
203995,202,1.8,3.9,0.5,0.1,1.7,6.8,0.395,0.315,0.819,Vasilije Micic
203114,819,4.7,3.9,1.2,0.2,2.1,16.4,0.461,0.386,0.876,Khris Middleton
1641706,103,4.3,2.7,0.9,0.6,2.0,18.2,0.428,0.364,0.832,Brandon Miller
1641801,6,1.3,0.3,0.2,0.0,0.0,1.7,0.5,0.0,1.0,Emanuel Miller
1641757,45,1.4,0.8,0.4,0.1,0.6,3.7,0.441,0.225,0.811,Jordan Miller
1631159,32,1.0,0.2,0.1,0.1,0.1,1.6,0.556,0.2,0.9,Leonard Miller
201988,982,1.6,2.1,0.6,0.1,0.9,8.4,0.421,0.382,0.86,Patty Mills
1629003,464,2.1,2.2,0.4,0.2,0.9,7.4,0.448,0.353,0.821,Shake Milton
1631303,57,1.4,0.6,0.3,0.3,0.3,1.7,0.314,0.239,0.417,Justin Minaya
1642434,4,1.0,0.2,0.2,0.0,0.0,2.2,0.571,0.25,,Riley Minix
1631169,99,1.3,0.4,0.3,0.3,0.2,2.7,0.475,0.329,0.87,Josh Minott
1642274,78,8.1,1.4,0.5,1.3,1.2,9.0,0.553,0.0,0.618,Yves Missi
1642349,43,2.2,2.1,0.8,0.1,0.9,8.3,0.477,0.355,0.871,Ajay Mitchell
1630558,381,1.9,3.7,0.7,0.2,1.3,7.7,0.447,0.355,0.689,Davion Mitchell
1628378,545,4.3,4.7,1.4,0.3,2.7,24.8,0.45,0.367,0.839,Donovan Mitchell
1630596,276,8.9,3.0,0.9,1.6,1.9,16.5,0.545,0.315,0.694,Evan Mobley
1630600,23,1.5,0.6,0.3,0.2,0.1,2.6,0.407,0.333,0.714,Isaiah Mobley
1642367,68,4.7,2.2,0.8,0.5,1.0,5.8,0.44,0.243,0.732,Jonathan Mogbo
1628370,528,2.6,3.2,0.6,0.3,1.6,12.4,0.435,0.352,0.848,Malik Monk
1630541,260,2.2,0.9,0.5,0.3,0.6,7.0,0.447,0.369,0.775,Moses Moody
1631386,6,2.7,1.0,0.7,0.0,0.8,4.0,0.345,0.182,0.5,Taze Moore
1631111,126,1.7,0.9,0.4,0.1,0.5,2.9,0.463,0.286,0.816,Wendell Moore Jr.
1629630,313,4.7,7.4,1.0,0.3,3.4,22.6,0.468,0.312,0.77,Ja Morant
202693,1021,4.7,1.5,0.7,0.5,1.4,9.9,0.439,0.343,0.776,Markieff Morris
1628420,453,2.3,3.5,0.7,0.2,0.7,9.1,0.471,0.389,0.821,Monté Morris
1630530,257,3.9,1.9,0.9,0.5,0.8,13.8,0.452,0.382,0.875,Trey Murphy III
1627749,503,5.8,5.4,1.5,0.3,2.1,15.5,0.453,0.34,0.79,Dejounte Murray
1627750,541,3.8,4.7,1.0,0.4,2.0,18.0,0.456,0.382,0.871,Jamal Murray
1631099,233,5.6,1.4,0.9,0.7,0.8,13.3,0.451,0.372,0.812,Keegan Murray
1631200,136,3.1,1.1,0.7,0.3,0.8,5.1,0.41,0.253,0.564,Kris Murray
1629004,477,1.8,1.4,0.6,0.1,0.9,6.5,0.403,0.357,0.747,Svi Mykhailiuk
